,location,total_sqft,bath,price,bhk
3001,Hebbal,1337.0,2.0,82.0,2
3002,Hebbal,1349.0,2.0,98.0,2
3003,Hebbal,2470.0,5.0,247.0,4
3004,Hebbal,1036.0,2.0,50.0,2
3005,Hebbal,1255.0,2.0,77.68,3
3006,Hebbal,1355.0,3.0,83.87,3
3007,Hebbal,1790.0,3.0,127.0,3
3008,Hebbal,687.325,2.0,42.72,2
3009,Hebbal,2790.0,5.0,198.0,4
3010,Hebbal,1985.0,4.0,189.0,3
3011,Hebbal,2483.0,5.0,215.0,4
3012,Hebbal,1080.0,2.0,54.0,2
3013,Hebbal,812.0,2.0,55.0,2
3014,Hebbal,2790.0,4.0,198.0,4
3015,Hebbal,1075.0,2.0,52.0,2
3016,Hebbal,3067.0,4.0,230.0,4
3017,Hebbal,2526.0,2.0,250.0,3
3018,Hebbal,3067.0,4.0,230.0,4
3019,Hebbal,1255.0,2.0,77.68,3
3020,Hebbal,823.0,2.0,50.63,2
3021,Hebbal,1420.0,2.0,123.0,2
3022,Hebbal,1069.0,3.0,65.4,3
3023,Hebbal,1420.0,2.0,99.39,2
3024,Hebbal,4235.0,4.0,365.0,4
3025,Hebbal,1700.0,3.0,124.0,3
3026,Hebbal,3960.0,5.0,386.0,4
3028,Hebbal,1420.0,2.0,99.39,2
3029,Hebbal,1355.0,3.0,83.87,3
3030,Hebbal,1440.0,2.0,115.0,2
3031,Hebbal,1100.0,2.0,54.0,2
3032,Hebbal,1355.0,3.0,83.87,3
3033,Hebbal,2400.0,4.0,180.0,3
3034,Hebbal,1255.0,2.0,77.68,3
3035,Hebbal,1420.0,2.0,107.0,2
3036,Hebbal,1320.0,2.0,92.0,2
3037,Hebbal,919.0,2.0,49.0,2
3038,Hebbal,1645.0,3.0,135.0,3
3039,Hebbal,2080.0,3.0,175.0,3
3040,Hebbal,1355.0,3.0,83.87,3
3041,Hebbal,2483.0,5.0,230.0,4
3042,Hebbal,2600.0,3.0,195.0,3
3043,Hebbal,1645.0,3.0,117.0,3
3044,Hebbal,1251.0,2.0,88.73,2
3045,Hebbal,1645.0,3.0,121.0,3
3046,Hebbal,1760.0,3.0,123.0,3
3047,Hebbal,2790.0,4.0,198.0,4
3048,Hebbal,3960.0,5.0,386.0,4
3049,Hebbal,1645.0,3.0,120.0,3
3050,Hebbal,1255.0,2.0,90.0,3
3051,Hebbal,1645.0,3.0,117.0,3
3052,Hebbal,1255.0,3.0,77.68,3
3053,Hebbal,1586.0,3.0,90.0,3
3054,Hebbal,1636.0,3.0,119.0,3
3055,Hebbal,2661.0,2.0,226.5,3
3056,Hebbal,1255.0,2.0,95.0,3
3057,Hebbal,2790.0,4.0,198.0,4
3058,Hebbal,1269.0,2.0,73.0,3
3059,Hebbal,1255.0,2.0,95.0,3
3060,Hebbal,1088.0,2.0,61.45,2
3061,Hebbal,1349.0,2.0,97.8,2
3062,Hebbal,1255.0,3.0,77.68,3
3063,Hebbal,1344.0,2.0,108.0,2
3064,Hebbal,1255.0,2.0,90.0,3
3065,Hebbal,1255.0,3.0,77.68,3
3066,Hebbal,1138.0,2.0,110.0,2
3067,Hebbal,2790.0,5.0,204.0,4
3068,Hebbal,1088.0,2.0,62.0,2
3069,Hebbal,1987.0,4.0,165.0,3
3070,Hebbal,2790.0,5.0,198.0,4
3071,Hebbal,1299.0,2.0,100.0,2
3072,Hebbal,1200.0,2.0,60.0,2
3073,Hebbal,1645.0,3.0,117.0,3
3074,Hebbal,1390.0,2.0,95.0,2
3075,Hebbal,1333.0,2.0,100.0,2
3076,Hebbal,1355.0,3.0,83.87,3
3077,Hebbal,2650.0,4.0,199.0,3
3078,Hebbal,1800.0,3.0,140.0,3
3080,Hebbal,2470.0,4.0,203.0,4
3081,Hebbal,1255.0,2.0,95.0,3
3082,Hebbal,1333.0,2.0,104.0,2
3083,Hebbal,1645.0,3.0,117.0,3
3084,Hebbal,2600.0,3.0,199.0,3
3085,Hebbal,1345.0,2.0,97.0,2
3087,Hebbal,985.0,2.0,62.0,2
3088,Hebbal,1320.0,2.0,91.0,2
3089,Hebbal,2388.0,3.0,195.0,3
3090,Hebbal,1040.0,2.0,55.0,2
3092,Hebbal,2600.0,3.0,195.0,3
3093,Hebbal,1075.0,2.0,52.0,2
3094,Hebbal,2630.0,5.0,188.0,4
3095,Hebbal,2790.0,5.0,198.0,4
3096,Hebbal,3895.0,3.0,390.0,3
3097,Hebbal,1645.0,3.0,113.0,3
3098,Hebbal,1355.0,3.0,83.87,3
3099,Hebbal,1420.0,2.0,99.39,2
3100,Hebbal,1590.0,3.0,96.0,3
3101,Hebbal,3520.0,5.0,320.0,3
3102,Hebbal,1162.0,2.0,69.0,2
3103,Hebbal,1100.0,2.0,60.0,2
3104,Hebbal,4235.0,5.0,364.0,4
3105,Hebbal,1299.0,2.0,97.0,2
3106,Hebbal,1255.0,3.0,77.68,3
3107,Hebbal,2470.0,5.0,192.0,4
3108,Hebbal,1645.0,3.0,117.0,3
3109,Hebbal,1920.0,3.0,134.0,3
3110,Hebbal,3520.0,5.0,240.0,3
3111,Hebbal,1920.0,3.0,150.0,3
3112,Hebbal,2375.0,4.0,189.0,4
3113,Hebbal,1420.0,2.0,99.26,2
3114,Hebbal,1252.0,2.0,92.0,2
3115,Hebbal,2790.0,4.0,198.0,4
3116,Hebbal,1162.0,2.0,59.0,2
3117,Hebbal,1294.0,2.0,115.0,2
3118,Hebbal,4225.0,6.0,359.0,4
3119,Hebbal,1150.0,2.0,57.0,2
3120,Hebbal,1740.0,2.0,137.0,3
3121,Hebbal,1430.0,3.0,85.0,3
3122,Hebbal,3895.0,3.0,390.0,3
3123,Hebbal,1662.0,3.0,155.0,3
3124,Hebbal,2250.0,3.0,219.0,3
3125,Hebbal,1349.0,2.0,98.0,2
3126,Hebbal,4000.0,6.0,370.0,4
3127,Hebbal,1349.0,2.0,96.8,2
3128,Hebbal Kempapura,1700.0,3.0,155.0,3
3129,Hebbal Kempapura,1800.0,3.0,175.0,3
3130,Hebbal Kempapura,2900.0,4.0,300.0,3
3131,Hebbal Kempapura,3522.0,3.0,380.0,3
3132,Hebbal Kempapura,2280.0,5.0,200.0,5
3133,Hebbal Kempapura,1200.0,2.0,125.0,2
3134,Hebbal Kempapura,2900.0,4.0,240.0,3
3135,Hebbal Kempapura,3900.0,5.0,360.0,4
3136,Hebbal Kempapura,1300.0,2.0,102.0,2
3137,Hebbal Kempapura,1466.0,2.0,140.0,3
3139,Hebbal Kempapura,1725.0,2.0,165.0,3
3140,Hebbal Kempapura,1200.0,3.0,125.0,3
3141,Hebbal Kempapura,3408.0,3.0,260.0,3
3142,Hebbal Kempapura,1485.0,3.0,132.0,2
3143,Hebbal Kempapura,1400.0,2.0,108.0,2
3144,Hebbal Kempapura,1800.0,3.0,150.0,3
3145,Hebbal Kempapura,2400.0,5.0,200.0,5
3146,Hebbal Kempapura,2800.0,5.0,220.0,5
3147,Hebbal Kempapura,1785.0,3.0,165.0,3
3148,Hebbal Kempapura,3729.0,4.0,384.0,4
3149,Hebbal Kempapura,1200.0,3.0,148.0,4
3150,Hebbal Kempapura,1600.0,3.0,170.0,3
3151,Hebbal Kempapura,1730.0,3.0,175.0,3
3153,Hegde Nagar,1569.0,3.0,101.0,3
3154,Hegde Nagar,3000.0,7.0,210.0,6
3155,Hegde Nagar,2026.0,3.0,132.0,3
3156,Hegde Nagar,1801.0,3.0,115.0,3
3157,Hegde Nagar,1050.0,1.0,56.0,2
3158,Hegde Nagar,1341.0,2.0,97.0,2
3159,Hegde Nagar,2112.95,4.0,145.0,3
3160,Hegde Nagar,1200.0,4.0,83.0,4
3161,Hegde Nagar,1703.0,3.0,113.0,3
3162,Hegde Nagar,1570.0,3.0,105.0,3
3163,Hegde Nagar,1801.0,3.0,140.0,3
3164,Hegde Nagar,1584.01,3.0,103.0,3
3165,Hegde Nagar,1965.0,4.0,125.0,3
3166,Hegde Nagar,1200.0,2.0,75.0,2
3167,Hegde Nagar,1847.0,3.0,135.0,3
3168,Hegde Nagar,1965.0,4.0,132.0,3
3169,Hegde Nagar,1703.0,3.0,125.0,3
3170,Hegde Nagar,1847.0,3.0,125.0,3
3171,Hegde Nagar,2144.6,4.0,145.0,3
3172,Hegde Nagar,1718.0,3.0,119.0,3
3173,Hegde Nagar,1847.0,3.0,123.0,3
3174,Hegde Nagar,1340.0,2.0,72.0,2
3175,Hegde Nagar,2087.01,3.0,115.0,3
3176,Hegde Nagar,1703.0,3.0,130.0,3
3177,Hegde Nagar,2087.01,4.0,135.0,3
3178,Hegde Nagar,1718.0,3.0,130.0,3
3179,Hegde Nagar,1884.0,4.0,118.0,3
3180,Hegde Nagar,1930.0,4.0,122.0,3
3181,Hegde Nagar,1835.0,2.0,92.0,3
3182,Hegde Nagar,1584.01,3.0,104.0,3
3183,Hegde Nagar,1500.0,3.0,135.0,3
3184,Hegde Nagar,1168.0,2.0,68.0,3
3185,Hegde Nagar,2162.03,4.0,129.0,3
3186,Hegde Nagar,2087.01,4.0,160.0,3
3187,Hegde Nagar,1000.0,2.0,66.0,2
3188,Hegde Nagar,1348.0,2.0,80.5,3
3189,Hennur,1075.0,2.0,52.0,2
3190,Hennur,1255.0,2.0,52.32,2
3191,Hennur,1225.0,2.0,57.0,2
3192,Hennur,1255.0,2.0,57.5,2
3193,Hennur,1259.0,2.0,57.0,2
3194,Hennur,1255.0,2.0,53.5,2
3195,Hennur,1285.0,2.0,60.0,2
3196,Hennur,1285.0,2.0,60.0,2
3197,Hennur,1100.0,2.0,60.0,2
3198,Hennur,1231.0,2.0,48.0,2
3199,Hennur,1255.0,2.0,58.0,2
3200,Hennur,1040.0,2.0,42.12,2
3201,Hennur,1255.0,2.0,54.5,2
3202,Hennur,1041.0,2.0,40.6,2
3204,Hennur,1255.0,2.0,55.5,2
3205,Hennur,1260.0,2.0,52.0,3
3206,Hennur,1231.0,2.0,50.0,2
3207,Hennur,2500.0,5.0,125.0,5
3208,Hennur,1160.0,2.0,49.0,2
3209,Hennur,2400.0,3.0,135.0,3
3210,Hennur,1255.0,2.0,53.5,2
3211,Hennur,1255.0,2.0,55.5,2
3212,Hennur,1100.0,2.0,44.55,2
3213,Hennur,1255.0,2.0,57.5,2
3214,Hennur,960.0,2.0,48.0,2
3215,Hennur,1020.0,2.0,48.0,2
3216,Hennur,1255.0,2.0,52.32,2
3217,Hennur,1295.0,2.0,64.0,2
3218,Hennur,1935.0,3.0,102.0,3
3219,Hennur,1655.0,2.0,70.5,3
3220,Hennur,1345.0,2.0,69.0,3
3221,Hennur,1255.0,2.0,58.0,2
3222,Hennur,1420.0,2.0,62.0,2
3223,Hennur,1155.0,2.0,54.5,2
3224,Hennur,1255.0,2.0,52.32,2
3225,Hennur,1255.0,2.0,52.35,2
3226,Hennur,3517.0,2.0,161.5,4
3228,Hennur,1255.0,2.0,54.5,2
3229,Hennur,1830.0,2.0,113.0,3
3230,Hennur,1830.5,3.0,84.205,3
3231,Hennur,1255.0,2.0,55.5,2
3232,Hennur,1255.0,2.0,53.57,2
3233,Hennur,1255.0,2.0,56.5,2
3234,Hennur,1050.0,2.0,42.73,2
3235,Hennur,1295.0,2.0,62.0,2
3236,Hennur Road,2089.0,3.0,140.0,3
3237,Hennur Road,3203.5,2.0,224.5,4
3238,Hennur Road,276.0,3.0,23.0,2
3239,Hennur Road,5000.0,8.0,250.0,8
3240,Hennur Road,1385.0,2.0,83.09,2
3241,Hennur Road,1317.5,2.0,63.77,2
3243,Hennur Road,2264.0,3.0,159.0,3
3244,Hennur Road,1157.0,2.0,84.0,2
3245,Hennur Road,1904.0,3.0,120.0,3
3246,Hennur Road,1891.0,3.0,109.0,3
3247,Hennur Road,1561.0,3.0,95.0,3
3248,Hennur Road,1192.0,2.0,60.0,3
3249,Hennur Road,2060.0,3.0,149.0,3
3250,Hennur Road,1482.0,2.0,92.0,3
3251,Hennur Road,1232.0,2.0,89.0,2
3252,Hennur Road,1065.0,2.0,42.6,2
3253,Hennur Road,1482.0,2.0,83.73,3
3254,Hennur Road,1482.0,2.0,87.0,3
3255,Hennur Road,1891.0,3.0,139.0,3
3256,Hennur Road,1703.0,3.0,101.0,3
3257,Hennur Road,1232.0,2.0,69.61,2
3258,Hennur Road,987.0,2.0,49.0,2
3259,Hennur Road,1804.0,3.0,102.0,3
3260,Hennur Road,2160.0,3.0,160.0,3
3261,Hennur Road,1186.0,2.0,63.0,3
3262,Hennur Road,1680.0,3.0,99.27,3
3263,Hennur Road,1065.0,2.0,42.6,2
3264,Hennur Road,1385.0,2.0,83.09,2
3266,Hennur Road,2350.0,3.0,174.0,3
3267,Hennur Road,1586.0,3.0,93.94,3
3268,Hennur Road,1975.0,3.0,123.0,3
3269,Hennur Road,1664.0,2.0,93.865,3
3270,Hennur Road,1290.0,2.0,94.5,3
3271,Hennur Road,901.0,2.0,49.5,2
3272,Hennur Road,1445.0,3.0,86.56,3
3273,Hennur Road,1482.0,2.0,97.0,3
3274,Hennur Road,1182.0,2.0,82.5,2
3275,Hennur Road,1192.0,2.0,62.0,3
3276,Hennur Road,1036.0,2.0,59.46,2
3277,Hennur Road,1891.0,3.0,109.0,3
3278,Hennur Road,1232.0,2.0,69.61,2
3279,Hennur Road,1804.0,3.0,102.0,3
3280,Hennur Road,2320.0,3.0,170.0,3
3281,Hennur Road,1936.0,3.0,118.0,3
3282,Hennur Road,1480.0,2.0,65.0,2
3283,Hennur Road,1590.0,3.0,96.5,3
3284,Hennur Road,1445.0,2.0,105.0,3
3285,Hennur Road,1036.0,2.0,59.45,2
3286,Hennur Road,1832.0,3.0,125.0,3
3287,Hennur Road,1359.0,2.0,104.0,2
3288,Hennur Road,1341.0,2.0,75.76,2
3289,Hennur Road,1040.0,2.0,50.0,2
3290,Hennur Road,1685.0,3.0,95.0,3
3291,Hennur Road,1414.0,2.0,84.18,2
3292,Hennur Road,1949.0,3.0,133.0,3
3293,Hennur Road,1232.0,2.0,89.0,2
3294,Hennur Road,1250.0,2.0,77.88,3
3295,Hennur Road,2502.0,4.0,180.0,4
3296,Hennur Road,1831.0,3.0,110.0,3
3297,Hennur Road,1232.0,2.0,87.0,2
3298,Hennur Road,1232.0,2.0,74.0,2
3299,Hennur Road,1232.0,2.0,66.0,2
3300,Hennur Road,1341.0,2.0,95.0,2
3301,Hennur Road,2700.0,3.0,150.0,3
3302,Hennur Road,1232.0,2.0,88.0,2
3303,Hennur Road,2365.0,4.0,175.0,3
3304,Hennur Road,1310.0,2.0,66.0,2
3305,Hennur Road,1552.0,3.0,75.0,3
3306,Hennur Road,1015.0,2.0,50.0,2
3308,Hennur Road,2264.0,3.0,168.0,3
3309,Hennur Road,2002.0,3.0,120.0,3
3310,Hennur Road,1232.0,2.0,69.6,2
3311,Hennur Road,1195.0,2.0,73.0,2
3312,Hennur Road,1020.0,2.0,47.0,2
3313,Hennur Road,5100.0,6.0,375.0,5
3314,Hennur Road,1061.0,2.0,54.92,2
3315,Hennur Road,1585.0,2.0,80.0,3
3316,Hennur Road,1020.0,2.0,45.0,2
3317,Hennur Road,2041.0,3.0,128.0,3
3318,Hennur Road,1232.0,2.0,87.0,2
3319,Hennur Road,1066.0,2.0,52.23,2
3320,Hennur Road,973.0,2.0,56.0,2
3321,Hennur Road,1255.0,2.0,84.0,2
3322,Hennur Road,1232.0,2.0,83.0,2
3323,Hennur Road,1832.0,3.0,116.0,3
3324,Hennur Road,2050.0,3.0,120.0,3
3325,Hennur Road,1445.0,2.0,86.69,3
3326,Hennur Road,1445.0,2.0,83.0,3
3327,Hennur Road,1679.0,3.0,94.86,3
3329,Hennur Road,1654.0,3.0,97.8,3
3330,Hennur Road,1480.0,3.0,100.0,3
3331,Hennur Road,1450.0,3.0,88.6,3
3332,Hennur Road,1155.0,2.0,69.18,2
3333,Hennur Road,1053.0,2.0,53.0,2
3334,Hennur Road,1195.0,2.0,59.0,2
3335,Hennur Road,1904.0,3.0,129.0,3
3336,Hennur Road,1981.0,3.0,134.0,3
3337,Hennur Road,1155.0,2.0,69.18,2
3339,Hennur Road,1590.0,3.0,105.0,3
3340,Hennur Road,2041.0,3.0,138.0,3
3341,Hennur Road,1100.0,2.0,78.0,3
3342,Hennur Road,1880.0,4.0,154.0,4
3343,Hennur Road,1232.0,2.0,69.61,2
3344,Hennur Road,1748.0,3.0,103.0,3
3345,Hennur Road,1460.0,2.0,80.3,2
3346,Hennur Road,1570.0,3.0,75.99,3
3347,Hennur Road,1933.0,3.0,140.0,3
3348,Hennur Road,1030.0,2.0,46.5,2
3349,Hennur Road,1232.0,2.0,69.61,2
3350,Hennur Road,1450.0,3.0,79.0,3
3351,Hennur Road,1445.0,2.0,89.56,3
3352,Hennur Road,973.0,2.0,50.74,2
3353,Hennur Road,1482.0,2.0,83.73,3
3354,Hennur Road,1305.0,2.0,77.0,3
3355,Hennur Road,1672.0,3.0,86.0,3
3356,Hennur Road,1165.0,2.0,67.0,2
3357,Hennur Road,980.0,2.0,51.0,2
3358,Hennur Road,1232.0,2.0,80.0,2
3359,Hennur Road,1085.0,2.0,43.4,2
3360,Hennur Road,950.0,2.0,55.0,2
3361,Hennur Road,1140.0,2.0,56.0,2
3362,Hennur Road,1891.0,3.0,110.0,3
3364,Hennur Road,1470.0,2.0,75.0,3
3365,Hennur Road,1165.0,2.0,52.0,2
3366,Hennur Road,1450.0,2.0,80.0,2
3367,Hennur Road,1155.0,2.0,69.18,2
3368,Hennur Road,1936.0,3.0,131.0,3
3369,Hoodi,985.0,2.0,67.0,2
3370,Hoodi,1715.0,2.0,95.0,3
3371,Hoodi,1196.0,2.0,94.42,2
3373,Hoodi,2118.0,4.0,111.0,4
3374,Hoodi,1425.0,2.0,80.0,2
3375,Hoodi,1420.0,2.0,75.0,2
3376,Hoodi,1639.0,3.0,110.0,3
3377,Hoodi,1606.0,3.0,89.55,3
3378,Hoodi,1639.0,3.0,98.32,3
3381,Hoodi,2863.0,4.0,140.0,4
3383,Hoodi,1026.0,2.0,60.87,2
3384,Hoodi,1050.0,2.0,50.0,2
3385,Hoodi,1837.0,3.0,145.0,3
3386,Hoodi,1400.0,2.0,78.0,2
3387,Hoodi,2400.0,5.0,160.0,5
3388,Hoodi,1850.0,3.0,146.0,3
3389,Hoodi,1196.0,2.0,71.74,2
3390,Hoodi,1430.0,2.0,113.0,2
3391,Hoodi,1553.0,3.0,83.09,3
3392,Hoodi,1500.0,2.0,84.0,2
3393,Hoodi,1132.0,2.0,89.37,2
3394,Hoodi,1055.0,2.0,57.63,2
3395,Hoodi,780.0,3.0,62.0,3
3396,Hoodi,1925.0,2.0,114.0,3
3397,Hoodi,1112.0,2.0,88.0,2
3398,Hoodi,1400.0,2.0,82.0,2
3400,Hoodi,706.0,1.0,48.24,1
3401,Hoodi,1257.0,2.0,69.0,2
3402,Hoodi,1132.0,2.0,67.9,2
3403,Hoodi,1108.0,2.0,87.0,2
3404,Hoodi,1430.0,2.0,110.0,2
3405,Hoodi,1925.0,3.0,110.0,3
3406,Hoodi,1132.0,2.0,89.0,2
3407,Hoodi,948.0,2.0,75.0,2
3408,Hoodi,1769.0,3.0,96.87,3
3409,Hoodi,1257.0,2.0,71.03,2
3410,Hoodi,1305.0,2.0,75.0,2
3411,Hoodi,1490.0,3.0,79.0,3
3412,Hoodi,1240.0,2.0,65.0,2
3413,Hoodi,1250.0,2.0,98.0,2
3415,Hoodi,1639.0,3.0,129.0,3
3416,Hoodi,1108.0,2.0,74.23,2
3418,Hoodi,1655.0,3.0,131.0,3
3419,Hoodi,1257.0,2.0,68.5,2
3420,Hoodi,1000.0,2.0,48.0,2
3421,Hoodi,1063.0,2.0,61.17,2
3422,Hoodi,1259.0,2.0,69.45,2
3423,Hoodi,1837.0,3.0,142.0,3
3425,Hoodi,1111.0,2.0,49.43,2
3426,Hoodi,711.0,1.0,42.65,1
3427,Hoodi,1559.0,3.0,81.55,3
3428,Hoodi,863.0,1.0,40.55,1
3429,Hoodi,1715.0,2.0,100.0,3
3430,Hoodi,1350.0,3.0,70.0,3
3431,Hoodi,1660.0,3.0,131.0,3
3432,Hoodi,1447.0,3.0,76.0,2
3433,Hoodi,1660.0,3.0,128.0,3
3434,Hoodi,2144.0,3.0,140.0,3
3435,Hoodi,1108.0,2.0,66.46,2
3436,Hoodi,1108.0,2.0,87.48,2
3437,Hoodi,1400.0,3.0,74.0,3
3438,Hoodi,1837.0,3.0,110.0,3
3439,Hoodi,1660.0,3.0,125.0,3
3440,Hoodi,3385.0,4.0,220.0,4
3442,Hoodi,1181.0,2.0,55.0,2
3443,Hoodi,1490.0,3.0,85.0,3
3444,Hoodi,1258.5,2.0,59.135,2
3445,Horamavu Agara,1200.0,2.0,45.0,2
3446,Horamavu Agara,1560.0,3.0,75.0,3
3448,Horamavu Agara,755.0,2.0,37.49,2
3449,Horamavu Agara,982.0,2.0,47.65,2
3450,Horamavu Agara,1650.0,2.0,75.0,3
3451,Horamavu Agara,950.0,2.0,39.0,2
3452,Horamavu Agara,1170.0,2.0,38.0,2
3453,Horamavu Agara,1756.0,3.0,92.0,3
3454,Horamavu Agara,1106.0,2.0,43.09,2
3455,Horamavu Agara,1079.0,2.0,41.0,2
3456,Horamavu Agara,1169.0,2.0,64.0,2
3457,Horamavu Agara,1265.0,2.0,65.0,3
3458,Horamavu Agara,1060.0,2.0,37.0,2
3459,Horamavu Agara,1107.83,2.0,41.51,2
3460,Horamavu Agara,980.0,2.0,38.19,2
3461,Horamavu Agara,1250.0,3.0,65.0,3
3462,Horamavu Agara,1284.0,2.0,75.0,3
3463,Horamavu Agara,1145.0,2.0,41.21,2
3464,Horamavu Agara,2400.0,3.0,80.0,5
3465,Horamavu Agara,1000.0,2.0,46.0,2
3466,Horamavu Agara,760.0,2.0,37.49,2
3467,Horamavu Agara,1150.0,2.0,42.0,2
3468,Horamavu Agara,1364.0,2.0,50.0,3
3469,Horamavu Agara,1623.0,3.0,89.0,3
3470,Horamavu Agara,750.0,2.0,37.49,2
3471,Horamavu Agara,625.0,1.0,27.0,1
3472,Horamavu Agara,1080.0,2.0,38.0,2
3474,Horamavu Agara,1166.0,2.0,37.29,2
3475,Horamavu Agara,994.0,2.0,42.28,2
3476,Horamavu Agara,1107.83,2.0,41.51,2
3477,Horamavu Agara,1220.0,2.0,39.0,2
3478,Horamavu Agara,1300.0,2.0,52.0,3
3479,Horamavu Agara,1090.0,2.0,46.0,2
3480,Horamavu Agara,1400.0,3.0,63.0,3
3481,Horamavu Agara,1557.0,3.0,70.0,3
3482,Horamavu Agara,1058.0,2.0,47.0,2
3484,Horamavu Banaswadi,1611.0,3.0,66.0,3
3485,Horamavu Banaswadi,1460.0,2.0,80.5,2
3486,Horamavu Banaswadi,1156.0,2.0,46.0,2
3487,Horamavu Banaswadi,1180.0,2.0,58.0,2
3488,Horamavu Banaswadi,1307.0,2.0,51.6,2
3489,Horamavu Banaswadi,3800.0,8.0,200.0,6
3490,Horamavu Banaswadi,1357.0,2.0,54.0,2
3491,Horamavu Banaswadi,925.0,2.0,38.0,2
3492,Horamavu Banaswadi,1272.0,2.0,48.0,2
3493,Horamavu Banaswadi,1225.0,2.0,49.5,2
3494,Horamavu Banaswadi,1272.0,2.0,51.5,2
3495,Horamavu Banaswadi,1272.0,2.0,51.5,2
3496,Horamavu Banaswadi,1156.0,2.0,46.9,2
3497,Horamavu Banaswadi,1200.0,2.0,45.0,2
3498,Horamavu Banaswadi,1254.0,2.0,47.0,2
3499,Horamavu Banaswadi,1610.0,3.0,68.0,3
3500,Horamavu Banaswadi,1210.0,2.0,50.0,2
3501,Horamavu Banaswadi,1357.0,2.0,54.0,2
3502,Horamavu Banaswadi,1272.0,2.0,50.0,2
3503,Horamavu Banaswadi,1200.0,2.0,45.0,2
3504,Horamavu Banaswadi,1025.0,2.0,45.0,2
3505,Horamavu Banaswadi,1081.0,2.0,52.0,2
3506,Horamavu Banaswadi,1000.0,2.0,50.0,2
3507,Hormavu,1500.0,2.0,78.0,2
3508,Hormavu,1150.0,2.0,55.0,2
3509,Hormavu,715.0,1.0,46.0,1
3511,Hormavu,1180.0,2.0,50.0,2
3512,Hormavu,1200.0,2.0,67.0,2
3513,Hormavu,1200.0,3.0,70.0,2
3514,Hormavu,1175.0,2.0,52.0,2
3515,Hormavu,1351.0,2.0,53.0,1
3516,Hormavu,1141.0,2.0,44.4,2
3517,Hormavu,1130.0,2.0,42.3,2
3518,Hormavu,1500.0,3.0,70.0,3
3519,Hormavu,1725.0,3.0,85.0,3
3520,Hormavu,1153.0,2.0,65.0,2
3521,Hormavu,1150.0,2.0,53.11,2
3522,Hormavu,1123.0,2.0,56.0,2
3523,Hormavu,1385.0,2.0,69.0,3
3524,Hormavu,1617.5,3.0,73.595,3
3526,Hormavu,1030.0,2.0,49.35,2
3527,Hormavu,1018.0,2.0,50.8,2
3528,Hormavu,1555.0,3.0,75.0,3
3529,Hormavu,1143.0,2.0,53.0,2
3530,Hormavu,1100.0,2.0,38.0,2
3531,Hormavu,1000.0,2.0,50.0,2
3532,Hormavu,1350.0,2.0,45.0,2
3533,Hormavu,1200.0,2.0,68.0,2
3535,Hormavu,1200.0,2.0,68.0,2
3536,Hormavu,765.0,2.0,37.49,2
3537,Hormavu,1420.0,3.0,58.0,3
3538,Hormavu,1081.5,2.0,38.665,2
3539,Hormavu,1250.0,2.0,60.0,2
3540,Hormavu,1206.0,2.0,40.0,2
3541,Hormavu,965.0,2.0,37.15,2
3542,Hormavu,583.0,1.0,28.275,1
3543,Hormavu,1129.0,2.0,44.0,2
3544,Hormavu,1385.0,2.0,69.25,3
3545,Hormavu,1165.0,2.0,40.0,2
3546,Hormavu,1065.0,2.0,50.92,2
3547,Hormavu,1046.0,2.0,60.0,2
3548,Hormavu,1400.0,2.0,75.0,2
3549,Hormavu,1365.0,2.0,65.0,3
3550,Hormavu,1196.0,2.0,44.8,2
3551,Hormavu,1263.0,2.0,47.36,2
3552,Hormavu,1015.0,2.0,39.08,2
3554,Hormavu,1200.0,2.0,73.0,2
3555,Hormavu,1250.0,2.0,65.0,2
3556,Hormavu,1604.0,3.0,68.0,3
3557,Hormavu,1075.0,2.0,53.7,2
3558,Hormavu,980.0,2.0,42.0,2
3559,Hormavu,860.0,2.0,56.0,2
3560,Hormavu,1075.0,2.0,53.7,2
3561,Hormavu,2282.0,4.0,115.0,4
3562,Hormavu,1206.0,2.0,55.0,2
3563,Hormavu,1310.0,2.0,67.0,2
3564,Hormavu,1310.0,2.0,60.0,2
3565,Hormavu,1020.0,2.0,45.75,2
3566,Hormavu,1210.0,2.0,69.0,2
3567,Hosa Road,1652.0,3.0,85.0,3
3568,Hosa Road,1639.0,3.0,80.0,3
3569,Hosa Road,1161.0,2.0,55.15,2
3570,Hosa Road,1726.0,3.0,81.99,3
3571,Hosa Road,1161.0,2.0,55.15,2
3572,Hosa Road,1430.0,2.0,97.52,2
3573,Hosa Road,1365.0,2.0,92.0,2
3574,Hosa Road,1243.0,2.0,48.5,2
3575,Hosa Road,1541.0,3.0,69.84,3
3576,Hosa Road,1332.0,2.0,86.12,3
3577,Hosa Road,615.0,1.0,28.29,1
3578,Hosa Road,1318.0,2.0,85.28,3
3579,Hosa Road,1513.0,3.0,103.0,3
3580,Hosa Road,1133.0,2.0,52.0,2
3581,Hosa Road,1016.0,2.0,40.0,2
3582,Hosa Road,972.0,2.0,40.0,2
3583,Hosa Road,1161.0,2.0,55.15,2
3584,Hosa Road,1532.0,3.0,98.13,3
3585,Hosa Road,1680.0,3.0,101.0,3
3586,Hosa Road,880.0,2.0,50.0,2
3587,Hosa Road,1533.0,3.0,98.18,3
3588,Hosa Road,1040.0,2.0,68.59,2
3589,Hosa Road,1369.1,2.0,98.0,2
3590,Hosa Road,1040.0,2.0,61.0,2
